Sample in Buffer,Sample in Window,TRIGGER,SPI_CLK_OBUF,State_copy[8:0],SPI_RESET_OBUF,SPI_MOSI_OBUF,SPI_MISO_IBUF,data_input[7:0],data_output[7:0],rw_flag[1:0],SPI_CS_OBUF,TrigerEvent,SPI_gen_CLK
741,741,0,0,15,1,1,1,00,00,1,0,1,0
742,742,0,0,16,1,1,1,00,00,1,0,1,1
743,743,0,0,16,1,1,1,00,00,1,0,1,0
744,744,0,1,17,1,1,1,00,00,1,0,1,1
745,745,0,1,17,1,1,1,00,00,1,0,1,0
746,746,0,1,18,1,1,1,00,00,1,0,1,1
747,747,0,1,18,1,1,1,00,00,1,0,1,0
748,748,0,0,19,1,0,1,00,00,1,0,1,1
749,749,0,0,19,1,0,1,00,00,1,0,1,0
750,750,0,0,20,1,0,1,00,00,1,0,1,1
751,751,0,0,20,1,0,1,00,00,1,0,1,0
752,752,0,1,21,1,0,1,00,00,1,0,1,1
753,753,0,1,21,1,0,1,00,00,1,0,1,0
754,754,0,1,22,1,0,1,00,00,1,0,1,1
755,755,0,1,22,1,0,1,00,00,1,0,1,0
756,756,0,0,23,1,0,1,00,00,1,0,1,1
757,757,0,0,23,1,0,1,00,00,1,0,1,0
758,758,0,0,24,1,0,1,00,00,1,0,1,1
759,759,0,0,24,1,0,1,00,00,1,0,1,0
760,760,0,1,25,1,0,1,00,00,1,0,1,1
761,761,0,1,25,1,0,1,00,00,1,0,1,0
762,762,0,1,26,1,0,1,00,00,1,0,1,1
763,763,0,1,26,1,0,1,00,00,1,0,1,0
764,764,0,0,27,1,1,1,00,00,1,0,1,1
765,765,0,0,27,1,1,1,00,00,1,0,1,0
766,766,0,0,28,1,1,1,00,00,1,0,1,1
767,767,0,0,28,1,1,1,00,00,1,0,1,0
768,768,0,1,29,1,1,1,00,00,1,0,1,1
769,769,0,1,29,1,1,1,00,00,1,0,1,0
770,770,0,1,30,1,1,1,00,00,1,0,1,1
771,771,0,1,30,1,1,1,00,00,1,0,1,0
772,772,0,0,31,1,0,1,00,00,1,0,1,1
773,773,0,0,31,1,0,1,00,00,1,0,1,0
774,774,0,0,32,1,0,1,00,00,1,0,1,1
775,775,0,0,32,1,0,1,00,00,1,0,1,0
776,776,0,1,33,1,0,1,00,00,1,0,1,1
777,777,0,1,33,1,0,1,00,00,1,0,1,0
778,778,0,1,34,1,0,1,00,00,1,0,1,1
779,779,0,1,34,1,0,1,00,00,1,0,1,0
780,780,0,0,35,1,0,1,00,00,1,0,1,1
781,781,0,0,35,1,0,1,00,00,1,0,1,0
782,782,0,0,36,1,0,1,00,00,1,0,1,1
783,783,0,0,36,1,0,1,00,00,1,0,1,0
784,784,0,1,37,1,0,1,00,00,1,0,1,1
785,785,0,1,37,1,0,1,00,00,1,0,1,0
786,786,0,1,38,1,0,1,00,00,1,0,1,1
787,787,0,1,38,1,0,1,00,00,1,0,1,0
788,788,0,0,39,1,0,1,00,00,1,0,1,1
789,789,0,0,39,1,0,1,00,00,1,0,1,0
790,790,0,0,40,1,0,1,00,00,1,0,1,1
791,791,0,0,40,1,0,1,00,00,1,0,1,0
792,792,0,1,41,1,0,1,00,00,1,0,1,1
793,793,0,1,41,1,0,1,00,00,1,0,1,0
794,794,0,1,42,1,0,1,00,00,1,0,1,1
795,795,0,1,42,1,0,1,00,00,1,0,1,0
796,796,0,0,43,1,0,1,00,00,1,0,1,1
797,797,0,0,43,1,0,1,00,00,1,0,1,0
798,798,0,0,44,1,0,1,00,00,1,0,1,1
799,799,0,0,44,1,0,1,00,00,1,0,1,0
800,800,0,1,45,1,0,1,00,00,1,0,1,1
801,801,0,1,45,1,0,1,00,00,1,0,1,0
802,802,0,1,46,1,0,1,00,00,1,0,1,1
803,803,0,1,46,1,0,1,00,00,1,0,1,0
804,804,0,0,47,1,0,1,00,00,1,0,1,1
805,805,0,0,47,1,0,1,00,00,1,0,1,0
806,806,0,0,48,1,0,1,00,00,1,0,1,1
807,807,0,0,48,1,0,1,00,00,1,0,1,0
808,808,0,1,49,1,0,1,00,00,1,0,1,1
809,809,0,1,49,1,0,1,00,00,1,0,1,0
810,810,0,1,50,1,0,1,00,00,1,0,1,1
811,811,0,1,50,1,0,1,00,00,1,0,1,0
812,812,0,0,51,1,0,1,00,00,1,0,1,1
813,813,0,0,51,1,0,1,00,00,1,0,1,0
814,814,0,0,52,1,0,1,00,00,1,0,1,1
815,815,0,0,52,1,0,1,00,00,1,0,1,0
816,816,0,1,53,1,0,1,00,00,1,0,1,1
817,817,0,1,53,1,0,1,00,00,1,0,1,0
818,818,0,1,54,1,0,1,00,00,1,0,1,1
819,819,0,1,54,1,0,1,00,00,1,0,1,0
820,820,0,0,55,1,0,1,00,00,1,0,1,1
821,821,0,0,55,1,0,1,00,00,1,0,1,0
822,822,0,0,56,1,0,1,00,00,1,0,1,1
823,823,0,0,56,1,0,1,00,00,1,0,1,0
824,824,0,1,57,1,0,1,00,00,1,0,1,1
825,825,0,1,57,1,0,1,00,00,1,0,1,0
826,826,0,1,58,1,0,1,00,00,1,0,1,1
827,827,0,1,58,1,0,1,00,00,1,0,1,0
828,828,0,0,59,1,0,1,00,00,1,0,1,1
829,829,0,0,59,1,0,1,00,00,1,0,1,0
830,830,0,0,60,1,0,1,00,00,1,0,1,1
831,831,0,0,60,1,0,1,00,00,1,0,1,0
832,832,0,1,61,1,0,1,00,00,1,0,1,1
833,833,0,1,61,1,0,1,00,00,1,0,1,0
834,834,0,1,62,1,0,1,00,00,1,0,1,1
835,835,0,1,62,1,0,1,00,00,1,0,1,0
836,836,0,0,63,1,0,1,00,00,1,0,1,1
837,837,0,0,63,1,0,1,00,00,1,0,1,0
838,838,0,0,64,1,0,1,00,00,1,0,1,1
839,839,0,0,64,1,0,1,00,00,1,0,1,0
840,840,0,1,65,1,0,1,00,00,1,0,1,1
841,841,0,1,65,1,0,1,00,00,1,0,1,0
842,842,0,1,66,1,0,1,00,00,1,0,1,1
843,843,0,1,66,1,0,1,00,00,1,0,1,0
844,844,0,0,67,1,0,1,00,00,1,0,1,1
845,845,0,0,67,1,0,1,00,00,1,0,1,0
846,846,0,0,68,1,0,1,00,00,1,0,1,1
847,847,0,0,68,1,0,1,00,00,1,0,1,0
848,848,0,0,69,1,0,1,00,00,1,1,1,1
849,849,0,0,69,1,0,1,00,00,1,1,1,0
850,850,0,0,70,1,0,1,00,00,1,1,1,1
851,851,0,0,70,1,0,1,00,00,1,1,1,0
852,852,0,0,0,1,0,1,00,00,1,1,1,1
853,853,0,0,0,1,0,1,00,00,1,1,1,0
854,854,0,0,1,1,0,1,00,00,1,1,1,1
855,855,0,0,1,1,0,1,00,00,1,1,1,0
856,856,0,0,2,1,0,1,00,00,1,1,1,1
857,857,0,0,2,1,0,1,00,00,1,1,1,0
858,858,0,0,3,1,0,1,00,00,1,0,1,1
859,859,0,0,3,1,0,1,00,00,1,0,1,0
860,860,0,0,4,1,0,1,00,00,1,0,1,1
861,861,0,0,4,1,0,1,00,00,1,0,1,0
862,862,0,1,5,1,0,1,00,00,1,0,1,1
863,863,0,1,5,1,0,1,00,00,1,0,1,0
864,864,0,1,6,1,0,1,00,00,1,0,1,1
865,865,0,1,6,1,0,1,00,00,1,0,1,0
866,866,0,0,7,1,0,1,00,00,1,0,1,1
867,867,0,0,7,1,0,1,00,00,1,0,1,0
868,868,0,0,8,1,0,1,00,00,1,0,1,1
869,869,0,0,8,1,0,1,00,00,1,0,1,0
870,870,0,1,9,1,0,1,00,00,1,0,1,1
871,871,0,1,9,1,0,1,00,00,1,0,1,0
872,872,0,1,10,1,0,1,00,00,1,0,1,1
873,873,0,1,10,1,0,1,00,00,1,0,1,0
874,874,0,0,11,1,0,1,00,00,1,0,1,1
875,875,0,0,11,1,0,1,00,00,1,0,1,0
876,876,0,0,12,1,0,1,00,00,1,0,1,1
877,877,0,0,12,1,0,1,00,00,1,0,1,0
878,878,0,1,13,1,0,1,00,00,1,0,1,1
879,879,0,1,13,1,0,1,00,00,1,0,1,0
880,880,0,1,14,1,0,1,00,00,1,0,1,1
881,881,0,1,14,1,0,1,00,00,1,0,1,0
882,882,0,0,15,1,1,1,00,00,1,0,1,1
883,883,0,0,15,1,1,1,00,00,1,0,1,0
884,884,0,0,16,1,1,1,00,00,1,0,1,1
885,885,0,0,16,1,1,1,00,00,1,0,1,0
886,886,0,1,17,1,1,1,00,00,1,0,1,1
887,887,0,1,17,1,1,1,00,00,1,0,1,0
888,888,0,1,18,1,1,1,00,00,1,0,1,1
889,889,0,1,18,1,1,1,00,00,1,0,1,0
890,890,0,0,19,1,0,1,00,00,1,0,1,1
891,891,0,0,19,1,0,1,00,00,1,0,1,0
892,892,0,0,20,1,0,1,00,00,1,0,1,1
893,893,0,0,20,1,0,1,00,00,1,0,1,0
894,894,0,1,21,1,0,1,00,00,1,0,1,1
895,895,0,1,21,1,0,1,00,00,1,0,1,0
896,896,0,1,22,1,0,1,00,00,1,0,1,1
897,897,0,1,22,1,0,1,00,00,1,0,1,0
898,898,0,0,23,1,0,1,00,00,1,0,1,1
899,899,0,0,23,1,0,1,00,00,1,0,1,0
900,900,0,0,24,1,0,1,00,00,1,0,1,1
901,901,0,0,24,1,0,1,00,00,1,0,1,0
902,902,0,1,25,1,0,1,00,00,1,0,1,1
903,903,0,1,25,1,0,1,00,00,1,0,1,0
904,904,0,1,26,1,0,1,00,00,1,0,1,1
905,905,0,1,26,1,0,1,00,00,1,0,1,0
906,906,0,0,27,1,1,1,00,00,1,0,1,1
907,907,0,0,27,1,1,1,00,00,1,0,1,0
908,908,0,0,28,1,1,1,00,00,1,0,1,1
909,909,0,0,28,1,1,1,00,00,1,0,1,0
910,910,0,1,29,1,1,1,00,00,1,0,1,1
911,911,0,1,29,1,1,1,00,00,1,0,1,0
912,912,0,1,30,1,1,1,00,00,1,0,1,1
913,913,0,1,30,1,1,1,00,00,1,0,1,0
914,914,0,0,31,1,0,1,00,00,1,0,1,1
915,915,0,0,31,1,0,1,00,00,1,0,1,0
916,916,0,0,32,1,0,1,00,00,1,0,1,1
917,917,0,0,32,1,0,1,00,00,1,0,1,0
918,918,0,1,33,1,0,1,00,00,1,0,1,1
919,919,0,1,33,1,0,1,00,00,1,0,1,0
920,920,0,1,34,1,0,1,00,00,1,0,1,1
921,921,0,1,34,1,0,1,00,00,1,0,1,0
922,922,0,0,35,1,0,1,00,00,1,0,1,1
923,923,0,0,35,1,0,1,00,00,1,0,1,0
924,924,0,0,36,1,0,1,00,00,1,0,1,1
925,925,0,0,36,1,0,1,00,00,1,0,1,0
926,926,0,1,37,1,0,1,00,00,1,0,1,1
927,927,0,1,37,1,0,1,00,00,1,0,1,0
928,928,0,1,38,1,0,1,00,00,1,0,1,1
929,929,0,1,38,1,0,1,00,00,1,0,1,0
930,930,0,0,39,1,0,1,00,00,1,0,1,1
931,931,0,0,39,1,0,1,00,00,1,0,1,0
932,932,0,0,40,1,0,1,00,00,1,0,1,1
933,933,0,0,40,1,0,1,00,00,1,0,1,0
934,934,0,1,41,1,0,1,00,00,1,0,1,1
935,935,0,1,41,1,0,1,00,00,1,0,1,0
936,936,0,1,42,1,0,1,00,00,1,0,1,1
937,937,0,1,42,1,0,1,00,00,1,0,1,0
938,938,0,0,43,1,0,1,00,00,1,0,1,1
939,939,0,0,43,1,0,1,00,00,1,0,1,0
940,940,0,0,44,1,0,1,00,00,1,0,1,1
941,941,0,0,44,1,0,1,00,00,1,0,1,0
942,942,0,1,45,1,0,1,00,00,1,0,1,1
943,943,0,1,45,1,0,1,00,00,1,0,1,0
944,944,0,1,46,1,0,1,00,00,1,0,1,1
945,945,0,1,46,1,0,1,00,00,1,0,1,0
946,946,0,0,47,1,0,1,00,00,1,0,1,1
947,947,0,0,47,1,0,1,00,00,1,0,1,0
948,948,0,0,48,1,0,1,00,00,1,0,1,1
949,949,0,0,48,1,0,1,00,00,1,0,1,0
950,950,0,1,49,1,0,1,00,00,1,0,1,1
951,951,0,1,49,1,0,1,00,00,1,0,1,0
952,952,0,1,50,1,0,1,00,00,1,0,1,1
953,953,0,1,50,1,0,1,00,00,1,0,1,0
954,954,0,0,51,1,0,1,00,00,1,0,1,1
955,955,0,0,51,1,0,1,00,00,1,0,1,0
956,956,0,0,52,1,0,1,00,00,1,0,1,1
957,957,0,0,52,1,0,1,00,00,1,0,1,0
958,958,0,1,53,1,0,1,00,00,1,0,1,1
959,959,0,1,53,1,0,1,00,00,1,0,1,0
960,960,0,1,54,1,0,1,00,00,1,0,1,1
961,961,0,1,54,1,0,1,00,00,1,0,1,0
962,962,0,0,55,1,0,1,00,00,1,0,1,1
963,963,0,0,55,1,0,1,00,00,1,0,1,0
964,964,0,0,56,1,0,1,00,00,1,0,1,1
965,965,0,0,56,1,0,1,00,00,1,0,1,0
966,966,0,1,57,1,0,1,00,00,1,0,1,1
967,967,0,1,57,1,0,1,00,00,1,0,1,0
968,968,0,1,58,1,0,1,00,00,1,0,1,1
969,969,0,1,58,1,0,1,00,00,1,0,1,0
970,970,0,0,59,1,0,1,00,00,1,0,1,1
971,971,0,0,59,1,0,1,00,00,1,0,1,0
972,972,0,0,60,1,0,1,00,00,1,0,1,1
973,973,0,0,60,1,0,1,00,00,1,0,1,0
974,974,0,1,61,1,0,1,00,00,1,0,1,1
975,975,0,1,61,1,0,1,00,00,1,0,1,0
976,976,0,1,62,1,0,1,00,00,1,0,1,1
977,977,0,1,62,1,0,1,00,00,1,0,1,0
978,978,0,0,63,1,0,1,00,00,1,0,1,1
979,979,0,0,63,1,0,1,00,00,1,0,1,0
980,980,0,0,64,1,0,1,00,00,1,0,1,1
981,981,0,0,64,1,0,1,00,00,1,0,1,0
982,982,0,1,65,1,0,1,00,00,1,0,1,1
983,983,0,1,65,1,0,1,00,00,1,0,1,0
984,984,0,1,66,1,0,1,00,00,1,0,1,1
985,985,0,1,66,1,0,1,00,00,1,0,1,0
986,986,0,0,67,1,0,1,00,00,1,0,1,1
987,987,0,0,67,1,0,1,00,00,1,0,1,0
988,988,0,0,68,1,0,1,00,00,1,0,1,1
989,989,0,0,68,1,0,1,00,00,1,0,1,0
990,990,0,0,69,1,0,1,00,00,1,1,1,1
991,991,0,0,69,1,0,1,00,00,1,1,1,0
992,992,0,0,70,1,0,1,00,00,1,1,1,1
993,993,0,0,70,1,0,1,00,00,1,1,1,0
994,994,0,0,0,1,0,1,00,00,1,1,1,1
995,995,0,0,0,1,0,1,00,00,1,1,1,0
996,996,0,0,1,1,0,1,00,00,1,1,1,1
997,997,0,0,1,1,0,1,00,00,1,1,1,0
998,998,0,0,2,1,0,1,00,00,1,1,1,1
999,999,0,0,2,1,0,1,00,00,1,1,1,0
1000,1000,0,0,3,1,0,1,00,00,1,0,1,1
1001,1001,0,0,3,1,0,1,00,00,1,0,1,0
1002,1002,0,0,4,1,0,1,00,00,1,0,1,1
1003,1003,0,0,4,1,0,1,00,00,1,0,1,0
1004,1004,0,1,5,1,0,1,00,00,1,0,1,1
1005,1005,0,1,5,1,0,1,00,00,1,0,1,0
1006,1006,0,1,6,1,0,1,00,00,1,0,1,1
1007,1007,0,1,6,1,0,1,00,00,1,0,1,0
1008,1008,0,0,7,1,0,1,00,00,1,0,1,1
1009,1009,0,0,7,1,0,1,00,00,1,0,1,0
1010,1010,0,0,8,1,0,1,00,00,1,0,1,1
1011,1011,0,0,8,1,0,1,00,00,1,0,1,0
1012,1012,0,1,9,1,0,1,00,00,1,0,1,1
1013,1013,0,1,9,1,0,1,00,00,1,0,1,0
1014,1014,0,1,10,1,0,1,00,00,1,0,1,1
1015,1015,0,1,10,1,0,1,00,00,1,0,1,0
1016,1016,0,0,11,1,0,1,00,00,1,0,1,1
1017,1017,0,0,11,1,0,1,00,00,1,0,1,0
1018,1018,0,0,12,1,0,1,00,00,1,0,1,1
1019,1019,0,0,12,1,0,1,00,00,1,0,1,0
1020,1020,0,1,13,1,0,1,00,00,1,0,1,1
1021,1021,0,1,13,1,0,1,00,00,1,0,1,0
1022,1022,0,1,14,1,0,1,00,00,1,0,1,1
1023,1023,0,1,14,1,0,1,00,00,1,0,1,0
